Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
102798,02-10-2027 23:21,01-10-2027 13:21,01-10-2027 13:21,Varanasi,133,ROBBERY,16,M,Explosives,Fire Accident,25,No,
102799,12-12-2027 18:49,11-12-2027 15:49,11-12-2027 15:49,Hyderabad,333,BURGLARY,75,F,Blunt Object,Other Crime,20,Yes,13-02-2028 18:49
102800,13-08-2027 18:16,10-08-2027 22:16,10-08-2027 22:16,Patna,597,SEXUAL ASSAULT,34,M,Explosives,Fire Accident,5,Yes,26-09-2027 18:16
102801,23-09-2027 18:39,20-09-2027 23:39,20-09-2027 23:39,Faridabad,404,FIREARM OFFENSE,77,M,Poison,Other Crime,15,Yes,27-09-2027 18:39
102802,17-11-2027 14:04,16-11-2027 23:04,16-11-2027 23:04,Varanasi,482,FIREARM OFFENSE,66,M,Blunt Object,Other Crime,27,Yes,02-02-2028 14:04
102803,25-04-2027 05:06,23-04-2027 21:06,23-04-2027 21:06,Ludhiana,175,HOMICIDE,78,F,Knife,Other Crime,10,Yes,15-06-2027 05:06
102804,22-07-2027 08:36,22-07-2027 07:36,22-07-2027 07:36,Pune,286,BURGLARY,74,F,Blunt Object,Fire Accident,4,No,
102805,31-12-2027 09:30,29-12-2027 05:30,29-12-2027 05:30,Varanasi,183,FIREARM OFFENSE,55,M,Firearm,Other Crime,21,Yes,13-03-2028 09:30
102806,08-05-2027 05:42,07-05-2027 17:42,07-05-2027 17:42,Bhopal,586,ASSAULT,39,M,Explosives,Traffic Fatality,5,Yes,17-05-2027 05:42
102807,23-11-2027 06:50,22-11-2027 20:50,22-11-2027 20:50,Kolkata,548,ASSAULT,54,M,Explosives,Other Crime,4,No,
102808,08-12-2027 02:29,07-12-2027 03:29,07-12-2027 03:29,Kolkata,271,EXTORTION,71,M,None,Violent Crime,5,No,
102809,14-06-2027 23:04,12-06-2027 04:04,12-06-2027 04:04,Bangalore,182,SEXUAL ASSAULT,39,F,Other,Fire Accident,12,Yes,03-07-2027 23:04
102810,13-09-2027 12:06,11-09-2027 23:06,11-09-2027 23:06,Kolkata,167,ROBBERY,23,M,Firearm,Violent Crime,1,Yes,24-11-2027 12:06
102811,08-04-2027 10:44,06-04-2027 04:44,06-04-2027 04:44,Kolkata,461,TRAFFIC VIOLATION,37,F,None,Fire Accident,6,Yes,22-04-2027 10:44
102812,03-05-2027 11:58,02-05-2027 04:58,02-05-2027 04:58,Nashik,484,CYBERCRIME,50,F,Blunt Object,Traffic Fatality,16,No,
102813,12-08-2027 22:33,11-08-2027 21:33,11-08-2027 21:33,Faridabad,250,CYBERCRIME,28,M,Other,Traffic Fatality,6,Yes,25-10-2027 22:33
102814,23-05-2027 23:16,21-05-2027 13:16,21-05-2027 13:16,Indore,316,ILLEGAL POSSESSION,74,M,Poison,Traffic Fatality,25,No,
102815,06-06-2027 11:48,04-06-2027 22:48,04-06-2027 22:48,Delhi,212,CYBERCRIME,34,M,Explosives,Other Crime,3,No,
102816,06-01-2027 20:54,06-01-2027 09:54,06-01-2027 09:54,Kalyan,422,BURGLARY,62,F,Explosives,Violent Crime,1,Yes,28-02-2027 20:54
102817,28-01-2027 09:50,26-01-2027 17:50,26-01-2027 17:50,Thane,238,IDENTITY THEFT,28,F,Other,Violent Crime,23,Yes,26-02-2027 09:50
102818,30-06-2027 05:59,29-06-2027 15:59,29-06-2027 15:59,Nashik,588,PUBLIC INTOXICATION,59,M,Knife,Fire Accident,27,Yes,15-07-2027 05:59
102819,09-05-2027 01:24,06-05-2027 05:24,06-05-2027 05:24,Indore,524,PUBLIC INTOXICATION,48,F,Knife,Traffic Fatality,12,Yes,30-06-2027 01:24
102820,14-01-2027 04:55,12-01-2027 17:55,12-01-2027 17:55,Indore,135,FRAUD,53,M,None,Violent Crime,15,No,
102821,28-07-2027 09:13,27-07-2027 12:13,27-07-2027 12:13,Patna,529,TRAFFIC VIOLATION,76,M,None,Traffic Fatality,6,Yes,07-08-2027 09:13
102822,27-09-2027 01:16,24-09-2027 04:16,24-09-2027 04:16,Meerut,331,ILLEGAL POSSESSION,72,M,Knife,Traffic Fatality,12,No,
102823,21-12-2027 00:41,20-12-2027 05:41,20-12-2027 05:41,Lucknow,545,FIREARM OFFENSE,41,F,Explosives,Traffic Fatality,19,Yes,14-03-2028 00:41
102824,17-09-2027 06:40,15-09-2027 22:40,15-09-2027 22:40,Rajkot,304,DOMESTIC VIOLENCE,15,M,Knife,Violent Crime,22,No,
102825,15-09-2027 03:23,13-09-2027 13:23,13-09-2027 13:23,Surat,154,ILLEGAL POSSESSION,13,F,Explosives,Other Crime,9,Yes,15-10-2027 03:23
102826,30-10-2027 01:41,29-10-2027 18:41,29-10-2027 18:41,Kolkata,573,KIDNAPPING,41,F,Poison,Violent Crime,19,Yes,18-12-2027 01:41
102827,06-08-2027 20:47,05-08-2027 02:47,05-08-2027 02:47,Thane,591,BURGLARY,76,M,Blunt Object,Violent Crime,22,No,
102828,16-02-2027 07:02,13-02-2027 21:02,13-02-2027 21:02,Rajkot,149,ROBBERY,74,M,Firearm,Violent Crime,13,Yes,27-02-2027 07:02
102829,22-08-2027 09:33,21-08-2027 14:33,21-08-2027 14:33,Hyderabad,528,VANDALISM,42,F,None,Other Crime,30,Yes,31-08-2027 09:33
102830,30-05-2027 13:48,29-05-2027 00:48,29-05-2027 00:48,Vasai,454,ROBBERY,34,F,Explosives,Other Crime,22,No,
102831,15-08-2027 12:18,15-08-2027 06:18,15-08-2027 06:18,Pune,278,VEHICLE - STOLEN,60,M,Poison,Traffic Fatality,2,No,
102832,17-08-2027 23:34,15-08-2027 00:34,15-08-2027 00:34,Mumbai,123,ROBBERY,16,F,Blunt Object,Other Crime,16,No,
102833,08-09-2027 11:34,07-09-2027 21:34,07-09-2027 21:34,Kalyan,109,KIDNAPPING,56,F,Other,Violent Crime,28,No,
102834,13-03-2027 22:19,11-03-2027 02:19,11-03-2027 02:19,Ghaziabad,385,VANDALISM,28,F,Knife,Fire Accident,20,Yes,12-04-2027 22:19
102835,12-03-2027 11:56,11-03-2027 07:56,11-03-2027 07:56,Delhi,278,TRAFFIC VIOLATION,42,F,Poison,Violent Crime,16,Yes,10-05-2027 11:56
102836,11-12-2027 15:34,10-12-2027 14:34,10-12-2027 14:34,Ghaziabad,470,COUNTERFEITING,60,F,Other,Fire Accident,15,No,
102837,26-03-2027 04:54,25-03-2027 10:54,25-03-2027 10:54,Vasai,216,FIREARM OFFENSE,57,F,None,Fire Accident,3,No,
102838,03-09-2027 18:08,02-09-2027 12:08,02-09-2027 12:08,Visakhapatnam,176,DOMESTIC VIOLENCE,45,M,Poison,Other Crime,1,Yes,15-10-2027 18:08
102839,18-04-2027 04:25,18-04-2027 04:25,18-04-2027 04:25,Bhopal,479,HOMICIDE,13,F,Explosives,Other Crime,10,Yes,03-06-2027 04:25
102840,20-05-2027 06:42,18-05-2027 19:42,18-05-2027 19:42,Lucknow,103,SEXUAL ASSAULT,79,F,Blunt Object,Traffic Fatality,5,No,
102841,12-10-2027 10:24,11-10-2027 08:24,11-10-2027 08:24,Lucknow,276,ASSAULT,10,F,Firearm,Other Crime,29,No,
102842,21-07-2027 05:08,18-07-2027 21:08,18-07-2027 21:08,Ghaziabad,423,FIREARM OFFENSE,40,F,Explosives,Other Crime,28,No,
102843,02-08-2027 19:58,31-07-2027 08:58,31-07-2027 08:58,Surat,155,BURGLARY,23,F,Poison,Other Crime,2,Yes,16-09-2027 19:58
102844,18-02-2027 00:06,15-02-2027 13:06,15-02-2027 13:06,Meerut,456,FRAUD,10,F,Blunt Object,Traffic Fatality,14,Yes,12-03-2027 00:06
102845,11-12-2027 10:59,08-12-2027 11:59,08-12-2027 11:59,Kalyan,332,PUBLIC INTOXICATION,31,M,None,Fire Accident,1,No,
102846,16-03-2027 08:51,13-03-2027 10:51,13-03-2027 10:51,Nashik,492,IDENTITY THEFT,12,M,Knife,Fire Accident,23,Yes,27-05-2027 08:51
102847,17-08-2027 18:09,14-08-2027 19:09,14-08-2027 19:09,Nashik,514,DOMESTIC VIOLENCE,24,F,Poison,Fire Accident,24,No,
102848,06-06-2027 14:07,05-06-2027 20:07,05-06-2027 20:07,Mumbai,577,ROBBERY,71,F,Explosives,Traffic Fatality,7,No,
102849,24-03-2027 02:37,23-03-2027 03:37,23-03-2027 03:37,Ghaziabad,307,FIREARM OFFENSE,25,M,Poison,Fire Accident,26,No,
102850,12-09-2027 17:05,11-09-2027 17:05,11-09-2027 17:05,Lucknow,237,ROBBERY,69,M,Blunt Object,Fire Accident,28,Yes,10-10-2027 17:05
102851,07-04-2027 20:22,05-04-2027 17:22,05-04-2027 17:22,Srinagar,456,VEHICLE - STOLEN,74,M,Firearm,Violent Crime,26,No,
102852,11-01-2027 13:32,09-01-2027 09:32,09-01-2027 09:32,Ahmedabad,374,SHOPLIFTING,50,M,Other,Traffic Fatality,13,No,
102853,09-11-2027 13:05,09-11-2027 12:05,09-11-2027 12:05,Nashik,457,VANDALISM,37,F,Knife,Violent Crime,14,No,
102854,12-01-2027 10:13,09-01-2027 13:13,09-01-2027 13:13,Varanasi,215,COUNTERFEITING,59,M,Knife,Violent Crime,17,Yes,09-04-2027 10:13
102855,25-11-2027 12:58,23-11-2027 20:58,23-11-2027 20:58,Hyderabad,467,COUNTERFEITING,46,F,Blunt Object,Other Crime,18,Yes,04-02-2028 12:58
102856,09-03-2027 05:40,06-03-2027 22:40,06-03-2027 22:40,Meerut,334,TRAFFIC VIOLATION,40,M,Explosives,Other Crime,10,Yes,28-04-2027 05:40
102857,03-12-2027 16:12,03-12-2027 06:12,03-12-2027 06:12,Kalyan,285,CYBERCRIME,77,F,Other,Other Crime,20,No,
102858,09-11-2027 20:06,09-11-2027 19:06,09-11-2027 19:06,Hyderabad,111,ARSON,50,F,None,Traffic Fatality,20,Yes,24-11-2027 20:06
102859,05-07-2027 09:16,04-07-2027 16:16,04-07-2027 16:16,Meerut,486,EXTORTION,71,F,Knife,Violent Crime,30,Yes,16-08-2027 09:16
102860,11-05-2027 10:31,09-05-2027 20:31,09-05-2027 20:31,Varanasi,115,KIDNAPPING,63,M,Knife,Other Crime,18,Yes,31-07-2027 10:31
102861,22-03-2027 08:10,20-03-2027 17:10,20-03-2027 17:10,Meerut,557,VANDALISM,23,M,Blunt Object,Violent Crime,11,No,
102862,25-11-2027 11:09,24-11-2027 08:09,24-11-2027 08:09,Mumbai,288,FIREARM OFFENSE,23,M,Blunt Object,Fire Accident,4,Yes,03-01-2028 11:09
102863,01-01-2028 04:45,29-12-2027 09:45,29-12-2027 09:45,Ahmedabad,405,VEHICLE - STOLEN,49,F,Firearm,Traffic Fatality,28,No,
102864,01-05-2027 13:12,30-04-2027 22:12,30-04-2027 22:12,Jaipur,253,SEXUAL ASSAULT,76,F,None,Violent Crime,2,No,
102865,05-06-2027 19:11,03-06-2027 10:11,03-06-2027 10:11,Bhopal,208,VEHICLE - STOLEN,79,F,Firearm,Other Crime,20,No,
102866,17-07-2027 20:15,17-07-2027 04:15,17-07-2027 04:15,Chennai,348,COUNTERFEITING,79,F,Firearm,Traffic Fatality,27,No,
102867,04-04-2027 07:40,03-04-2027 16:40,03-04-2027 16:40,Kalyan,102,HOMICIDE,60,F,Firearm,Violent Crime,11,No,
102868,19-10-2027 14:05,17-10-2027 07:05,17-10-2027 07:05,Nagpur,139,TRAFFIC VIOLATION,61,M,Poison,Other Crime,26,No,
102869,19-05-2027 01:09,16-05-2027 05:09,16-05-2027 05:09,Pune,392,SEXUAL ASSAULT,28,F,Explosives,Traffic Fatality,8,Yes,25-06-2027 01:09
102870,13-04-2027 15:00,12-04-2027 15:00,12-04-2027 15:00,Ghaziabad,132,DOMESTIC VIOLENCE,77,M,Firearm,Violent Crime,19,No,
102871,20-06-2027 18:30,19-06-2027 19:30,19-06-2027 19:30,Bangalore,224,DRUG OFFENSE,22,M,Explosives,Traffic Fatality,4,Yes,12-07-2027 18:30
102872,24-07-2027 08:33,23-07-2027 12:33,23-07-2027 12:33,Kalyan,430,KIDNAPPING,49,M,Knife,Other Crime,29,No,
102873,08-03-2027 13:12,07-03-2027 23:12,07-03-2027 23:12,Ludhiana,324,PUBLIC INTOXICATION,62,F,None,Fire Accident,4,Yes,21-03-2027 13:12
102874,14-01-2027 03:53,13-01-2027 20:53,13-01-2027 20:53,Surat,553,DOMESTIC VIOLENCE,75,F,Other,Traffic Fatality,5,Yes,29-01-2027 03:53
102875,11-09-2027 11:04,10-09-2027 15:04,10-09-2027 15:04,Kalyan,231,ARSON,17,F,Explosives,Fire Accident,28,Yes,12-09-2027 11:04
102876,11-12-2027 07:47,10-12-2027 11:47,10-12-2027 11:47,Kanpur,514,KIDNAPPING,46,M,Explosives,Other Crime,29,No,
102877,25-02-2027 06:34,22-02-2027 19:34,22-02-2027 19:34,Surat,333,KIDNAPPING,63,F,Knife,Violent Crime,12,No,
102878,16-03-2027 04:58,14-03-2027 05:58,14-03-2027 05:58,Surat,136,ILLEGAL POSSESSION,30,M,Firearm,Fire Accident,14,No,
102879,23-07-2027 06:54,21-07-2027 16:54,21-07-2027 16:54,Hyderabad,310,VEHICLE - STOLEN,27,F,Knife,Violent Crime,6,Yes,30-08-2027 06:54
102880,07-12-2027 22:34,05-12-2027 01:34,05-12-2027 01:34,Kalyan,292,ROBBERY,36,M,Knife,Fire Accident,23,Yes,21-01-2028 22:34
102881,06-05-2027 02:45,05-05-2027 00:45,05-05-2027 00:45,Ahmedabad,416,IDENTITY THEFT,77,F,Blunt Object,Traffic Fatality,21,Yes,25-07-2027 02:45
102882,22-09-2027 07:32,22-09-2027 00:32,22-09-2027 00:32,Delhi,595,SEXUAL ASSAULT,60,F,Blunt Object,Other Crime,28,Yes,06-11-2027 07:32
102883,06-03-2027 23:17,04-03-2027 12:17,04-03-2027 12:17,Ludhiana,311,VEHICLE - STOLEN,70,F,Poison,Other Crime,23,Yes,31-05-2027 23:17
102884,28-09-2027 14:12,27-09-2027 07:12,27-09-2027 07:12,Bhopal,567,VEHICLE - STOLEN,73,F,Blunt Object,Violent Crime,30,No,
102885,16-06-2027 08:34,14-06-2027 22:34,14-06-2027 22:34,Indore,285,SEXUAL ASSAULT,37,M,Explosives,Fire Accident,15,Yes,02-07-2027 08:34
102886,08-03-2027 11:43,07-03-2027 16:43,07-03-2027 16:43,Kanpur,375,EXTORTION,39,F,Poison,Other Crime,19,Yes,05-04-2027 11:43
102887,16-12-2027 13:27,15-12-2027 11:27,15-12-2027 11:27,Patna,118,SHOPLIFTING,72,F,Blunt Object,Other Crime,30,No,
102888,10-11-2027 20:13,10-11-2027 09:13,10-11-2027 09:13,Thane,227,ASSAULT,71,F,Explosives,Other Crime,12,No,
102889,02-02-2027 20:35,02-02-2027 12:35,02-02-2027 12:35,Mumbai,166,IDENTITY THEFT,65,M,Other,Other Crime,10,No,
102890,22-11-2027 22:45,20-11-2027 01:45,20-11-2027 01:45,Srinagar,334,ILLEGAL POSSESSION,34,F,Explosives,Violent Crime,22,No,
102891,13-12-2027 22:41,12-12-2027 12:41,12-12-2027 12:41,Vasai,337,SHOPLIFTING,65,F,Knife,Fire Accident,9,Yes,08-03-2028 22:41
102892,17-11-2027 04:12,16-11-2027 18:12,16-11-2027 18:12,Chennai,350,FRAUD,28,F,Blunt Object,Fire Accident,16,Yes,07-02-2028 04:12
102893,21-06-2027 02:41,18-06-2027 08:41,18-06-2027 08:41,Agra,268,COUNTERFEITING,34,F,None,Violent Crime,26,No,
102894,02-03-2027 15:32,02-03-2027 09:32,02-03-2027 09:32,Jaipur,516,ILLEGAL POSSESSION,36,M,Explosives,Traffic Fatality,27,No,
102895,16-10-2027 23:50,16-10-2027 03:50,16-10-2027 03:50,Kolkata,488,ILLEGAL POSSESSION,72,F,Firearm,Fire Accident,26,Yes,22-10-2027 23:50
102896,12-01-2027 09:28,12-01-2027 06:28,12-01-2027 06:28,Delhi,330,CYBERCRIME,64,M,Knife,Fire Accident,6,Yes,01-04-2027 09:28
102897,08-03-2027 07:07,05-03-2027 10:07,05-03-2027 10:07,Thane,544,ILLEGAL POSSESSION,80,M,Firearm,Other Crime,18,Yes,14-03-2027 07:07
102898,12-04-2027 07:06,09-04-2027 10:06,09-04-2027 10:06,Ghaziabad,358,PUBLIC INTOXICATION,64,M,Explosives,Traffic Fatality,19,No,
102899,24-08-2027 13:52,22-08-2027 10:52,22-08-2027 10:52,Pune,482,FIREARM OFFENSE,36,F,None,Fire Accident,20,No,
102900,02-06-2027 15:59,31-05-2027 17:59,31-05-2027 17:59,Vasai,563,PUBLIC INTOXICATION,63,M,Poison,Traffic Fatality,24,No,
102901,13-07-2027 02:37,12-07-2027 06:37,12-07-2027 06:37,Faridabad,372,ROBBERY,33,F,None,Other Crime,15,No,
102902,01-05-2027 14:13,29-04-2027 23:13,29-04-2027 23:13,Agra,237,TRAFFIC VIOLATION,23,F,Blunt Object,Violent Crime,8,No,
102903,22-01-2027 20:45,21-01-2027 06:45,21-01-2027 06:45,Vasai,250,COUNTERFEITING,62,M,Explosives,Violent Crime,19,Yes,04-02-2027 20:45
102904,31-01-2027 20:48,29-01-2027 20:48,29-01-2027 20:48,Nashik,362,VEHICLE - STOLEN,58,M,Other,Other Crime,26,Yes,10-04-2027 20:48
102905,25-09-2027 21:52,24-09-2027 17:52,24-09-2027 17:52,Varanasi,149,HOMICIDE,13,M,Other,Fire Accident,19,No,
102906,24-10-2027 16:31,24-10-2027 11:31,24-10-2027 11:31,Bangalore,547,ASSAULT,21,F,Blunt Object,Violent Crime,11,No,
102907,22-03-2027 13:56,21-03-2027 05:56,21-03-2027 05:56,Pune,264,KIDNAPPING,71,M,Explosives,Other Crime,15,No,
102908,20-02-2027 10:52,19-02-2027 18:52,19-02-2027 18:52,Pune,524,DRUG OFFENSE,79,F,Firearm,Fire Accident,29,No,
102909,31-10-2027 13:51,31-10-2027 02:51,31-10-2027 02:51,Mumbai,414,CYBERCRIME,17,F,Firearm,Traffic Fatality,8,No,
102910,05-06-2027 00:19,03-06-2027 20:19,03-06-2027 20:19,Nashik,228,VEHICLE - STOLEN,70,M,Firearm,Traffic Fatality,2,Yes,03-09-2027 00:19
102911,21-05-2027 15:10,21-05-2027 00:10,21-05-2027 00:10,Ludhiana,354,ASSAULT,78,M,Firearm,Other Crime,24,No,
102912,13-06-2027 23:50,11-06-2027 11:50,11-06-2027 11:50,Indore,392,TRAFFIC VIOLATION,46,M,Other,Traffic Fatality,29,Yes,30-07-2027 23:50
102913,28-01-2027 16:50,27-01-2027 19:50,27-01-2027 19:50,Bangalore,104,FIREARM OFFENSE,47,M,Firearm,Violent Crime,13,Yes,11-04-2027 16:50
102914,03-05-2027 22:44,02-05-2027 20:44,02-05-2027 20:44,Jaipur,171,HOMICIDE,24,M,Firearm,Fire Accident,15,No,
102915,12-04-2027 20:12,10-04-2027 19:12,10-04-2027 19:12,Thane,563,ASSAULT,44,M,Other,Other Crime,16,No,
102916,04-04-2027 08:09,02-04-2027 23:09,02-04-2027 23:09,Ludhiana,383,FIREARM OFFENSE,18,F,None,Other Crime,23,Yes,06-05-2027 08:09
102917,22-12-2027 21:50,20-12-2027 19:50,20-12-2027 19:50,Visakhapatnam,544,TRAFFIC VIOLATION,53,M,None,Fire Accident,21,Yes,16-03-2028 21:50
102918,01-03-2027 22:16,28-02-2027 16:16,28-02-2027 16:16,Kolkata,163,DOMESTIC VIOLENCE,65,M,Poison,Traffic Fatality,13,Yes,30-05-2027 22:16
102919,21-08-2027 07:31,20-08-2027 05:31,20-08-2027 05:31,Rajkot,246,FRAUD,10,F,Other,Other Crime,23,Yes,24-10-2027 07:31
102920,05-05-2027 21:45,04-05-2027 03:45,04-05-2027 03:45,Ludhiana,541,BURGLARY,38,M,Poison,Other Crime,19,No,
102921,22-08-2027 16:21,21-08-2027 04:21,21-08-2027 04:21,Meerut,353,ROBBERY,18,M,Knife,Violent Crime,4,Yes,11-11-2027 16:21
102922,12-10-2027 06:43,10-10-2027 23:43,10-10-2027 23:43,Faridabad,114,KIDNAPPING,79,M,Other,Other Crime,3,No,
102923,21-03-2027 17:07,20-03-2027 19:07,20-03-2027 19:07,Patna,314,IDENTITY THEFT,35,M,None,Other Crime,12,No,
102924,29-05-2027 18:33,28-05-2027 22:33,28-05-2027 22:33,Varanasi,269,VANDALISM,66,M,Explosives,Other Crime,6,No,
102925,03-03-2027 12:50,01-03-2027 13:50,01-03-2027 13:50,Thane,433,VEHICLE - STOLEN,34,F,Poison,Traffic Fatality,19,Yes,29-05-2027 12:50
102926,01-07-2027 20:44,30-06-2027 21:44,30-06-2027 21:44,Nagpur,453,IDENTITY THEFT,40,M,Blunt Object,Traffic Fatality,4,Yes,04-09-2027 20:44
102927,07-06-2027 03:46,05-06-2027 18:46,05-06-2027 18:46,Thane,454,HOMICIDE,74,F,Other,Other Crime,25,Yes,22-08-2027 03:46
102928,16-06-2027 14:21,16-06-2027 00:21,16-06-2027 00:21,Surat,234,DRUG OFFENSE,79,M,Firearm,Violent Crime,20,No,
102929,02-05-2027 05:02,01-05-2027 20:02,01-05-2027 20:02,Rajkot,232,FIREARM OFFENSE,67,F,Blunt Object,Traffic Fatality,20,Yes,09-06-2027 05:02
102930,21-03-2027 14:10,20-03-2027 15:10,20-03-2027 15:10,Rajkot,228,ARSON,32,M,Blunt Object,Other Crime,22,Yes,31-05-2027 14:10
102931,22-03-2027 09:31,22-03-2027 04:31,22-03-2027 04:31,Indore,336,DRUG OFFENSE,76,F,Blunt Object,Violent Crime,15,Yes,07-05-2027 09:31
102932,19-05-2027 07:39,17-05-2027 07:39,17-05-2027 07:39,Meerut,242,FIREARM OFFENSE,24,M,Blunt Object,Traffic Fatality,29,Yes,30-07-2027 07:39
102933,20-10-2027 16:06,18-10-2027 10:06,18-10-2027 10:06,Vasai,332,HOMICIDE,43,M,Blunt Object,Fire Accident,14,No,
102934,16-03-2027 16:54,13-03-2027 16:54,13-03-2027 16:54,Rajkot,213,CYBERCRIME,47,F,Other,Traffic Fatality,19,No,
102935,29-07-2027 17:22,26-07-2027 22:22,26-07-2027 22:22,Indore,284,ASSAULT,71,F,Other,Other Crime,13,Yes,12-09-2027 17:22
102936,24-09-2027 23:29,22-09-2027 01:29,22-09-2027 01:29,Kanpur,460,EXTORTION,34,M,Poison,Fire Accident,27,Yes,07-12-2027 23:29
102937,22-08-2027 23:48,22-08-2027 07:48,22-08-2027 07:48,Hyderabad,137,VANDALISM,74,M,Firearm,Violent Crime,9,Yes,10-09-2027 23:48
102938,06-11-2027 09:37,04-11-2027 05:37,04-11-2027 05:37,Faridabad,326,FIREARM OFFENSE,51,F,Firearm,Fire Accident,27,Yes,14-01-2028 09:37
102939,22-01-2027 09:21,19-01-2027 18:21,19-01-2027 18:21,Ahmedabad,571,PUBLIC INTOXICATION,53,F,Firearm,Violent Crime,10,Yes,20-02-2027 09:21
102940,16-01-2027 04:34,15-01-2027 10:34,15-01-2027 10:34,Vasai,424,TRAFFIC VIOLATION,71,F,Other,Traffic Fatality,10,No,
102941,19-04-2027 15:48,18-04-2027 07:48,18-04-2027 07:48,Mumbai,263,PUBLIC INTOXICATION,59,M,Poison,Other Crime,4,No,
102942,03-05-2027 14:07,02-05-2027 09:07,02-05-2027 09:07,Lucknow,163,BURGLARY,48,M,Poison,Other Crime,28,Yes,18-06-2027 14:07
102943,21-11-2027 08:44,19-11-2027 12:44,19-11-2027 12:44,Patna,128,CYBERCRIME,12,F,Firearm,Other Crime,27,No,
102944,18-06-2027 00:21,16-06-2027 22:21,16-06-2027 22:21,Agra,135,CYBERCRIME,64,F,Blunt Object,Violent Crime,28,Yes,25-07-2027 00:21
102945,10-02-2027 15:00,07-02-2027 18:00,07-02-2027 18:00,Surat,569,VANDALISM,76,M,Blunt Object,Traffic Fatality,18,Yes,08-05-2027 15:00
102946,19-12-2027 09:46,17-12-2027 00:46,17-12-2027 00:46,Vasai,333,ARSON,24,F,Firearm,Other Crime,25,No,
102947,28-05-2027 20:47,28-05-2027 13:47,28-05-2027 13:47,Faridabad,248,VANDALISM,55,M,Blunt Object,Fire Accident,13,No,
102948,04-08-2027 08:30,03-08-2027 04:30,03-08-2027 04:30,Ludhiana,557,ILLEGAL POSSESSION,80,M,Poison,Violent Crime,29,No,
102949,15-07-2027 15:16,14-07-2027 21:16,14-07-2027 21:16,Visakhapatnam,296,PUBLIC INTOXICATION,62,F,Other,Fire Accident,14,Yes,22-08-2027 15:16
102950,23-07-2027 13:01,22-07-2027 08:01,22-07-2027 08:01,Delhi,150,CYBERCRIME,38,M,None,Violent Crime,8,No,
102951,24-04-2027 08:51,24-04-2027 05:51,24-04-2027 05:51,Srinagar,289,FIREARM OFFENSE,79,M,Other,Fire Accident,11,No,
102952,02-01-2027 13:28,01-01-2027 21:28,01-01-2027 21:28,Rajkot,183,SEXUAL ASSAULT,12,F,Knife,Fire Accident,15,Yes,28-03-2027 13:28
102953,09-11-2027 13:30,08-11-2027 17:30,08-11-2027 17:30,Faridabad,201,EXTORTION,13,F,None,Violent Crime,5,Yes,23-12-2027 13:30
102954,06-11-2027 16:02,05-11-2027 21:02,05-11-2027 21:02,Bhopal,565,VEHICLE - STOLEN,38,M,Knife,Violent Crime,19,No,
102955,03-07-2027 00:46,01-07-2027 10:46,01-07-2027 10:46,Jaipur,499,HOMICIDE,75,M,None,Traffic Fatality,23,No,
102956,19-05-2027 01:47,17-05-2027 22:47,17-05-2027 22:47,Pune,523,PUBLIC INTOXICATION,23,M,Poison,Traffic Fatality,4,Yes,22-05-2027 01:47
102957,26-06-2027 16:05,26-06-2027 08:05,26-06-2027 08:05,Nagpur,548,TRAFFIC VIOLATION,28,F,None,Fire Accident,25,Yes,13-07-2027 16:05
102958,05-03-2027 08:28,03-03-2027 18:28,03-03-2027 18:28,Thane,352,COUNTERFEITING,14,F,Explosives,Fire Accident,10,No,
102959,03-06-2027 06:58,01-06-2027 05:58,01-06-2027 05:58,Nashik,191,VEHICLE - STOLEN,16,M,Blunt Object,Fire Accident,29,Yes,07-06-2027 06:58
102960,31-07-2027 17:15,30-07-2027 17:15,30-07-2027 17:15,Meerut,472,TRAFFIC VIOLATION,77,M,Explosives,Fire Accident,22,No,
102961,21-12-2027 15:44,21-12-2027 02:44,21-12-2027 02:44,Ghaziabad,507,SEXUAL ASSAULT,69,F,Blunt Object,Fire Accident,15,No,
102962,12-04-2027 16:36,12-04-2027 00:36,12-04-2027 00:36,Bhopal,453,SHOPLIFTING,33,F,Other,Fire Accident,28,No,
102963,07-02-2027 12:47,05-02-2027 09:47,05-02-2027 09:47,Nagpur,543,COUNTERFEITING,23,F,Knife,Traffic Fatality,21,No,
102964,02-02-2027 06:04,01-02-2027 23:04,01-02-2027 23:04,Chennai,265,TRAFFIC VIOLATION,38,M,Blunt Object,Violent Crime,1,Yes,01-04-2027 06:04
102965,29-05-2027 23:05,28-05-2027 23:05,28-05-2027 23:05,Hyderabad,296,IDENTITY THEFT,44,F,Poison,Traffic Fatality,4,No,
102966,27-07-2027 13:43,25-07-2027 22:43,25-07-2027 22:43,Delhi,361,DRUG OFFENSE,40,F,Knife,Other Crime,16,No,
102967,19-08-2027 13:09,18-08-2027 07:09,18-08-2027 07:09,Kalyan,420,TRAFFIC VIOLATION,16,M,Knife,Other Crime,9,Yes,27-09-2027 13:09
102968,07-06-2027 03:56,04-06-2027 17:56,04-06-2027 17:56,Kolkata,118,VANDALISM,24,F,Other,Fire Accident,16,Yes,11-08-2027 03:56
102969,18-05-2027 01:56,17-05-2027 20:56,17-05-2027 20:56,Chennai,537,ASSAULT,51,M,Firearm,Other Crime,15,No,
